,Type,Name
514,Type 3,ALMATY_20120106_034000_59.fit.gz
515,Background noise,MRTU_20120106_034508_59.fit.gz
516,Clear,ALMATY_20120106_035500_59.fit.gz
517,Background noise,MRTU_20120106_040008_59.fit.gz
518,Clear,ALMATY_20120106_041000_59.fit.gz
519,Background noise,MRTU_20120106_041508_59.fit.gz
520,Type 3,ALMATY_20120106_042500_59.fit.gz
521,Clear,MRTU_20120106_043007_59.fit.gz
522,Type 3,ALMATY_20120106_044000_59.fit.gz
523,Clear,MRTU_20120106_044507_59.fit.gz
524,Clear,ALMATY_20120106_045500_59.fit.gz
525,Background noise,MRTU_20120106_050007_59.fit.gz
526,Background noise,KRIM_20120106_050505_00.fit.gz
527,Background noise,ALMATY_20120106_051000_59.fit.gz
528,Background noise,MRTU_20120106_051507_59.fit.gz
529,Type 2,KRIM_20120106_052005_00.fit.gz
530,Background noise,ALMATY_20120106_052500_59.fit.gz
531,Background noise,MRTU_20120106_053007_59.fit.gz
532,Type 2,KRIM_20120106_053505_00.fit.gz
533,Background noise,ALMATY_20120106_054000_59.fit.gz
534,Background noise,MRTU_20120106_054507_59.fit.gz
535,Type 2,KRIM_20120106_055005_00.fit.gz
536,Background noise,ALMATY_20120106_055500_59.fit.gz
537,Background noise,SWMC_20120106_060000_59.fit.gz
538,Type 2,KRIM_20120106_060505_00.fit.gz
539,Background noise,ALMATY_20120106_061000_59.fit.gz
540,Background noise,SWMC_20120106_061500_59.fit.gz
541,Background noise,KRIM_20120106_062005_00.fit.gz
542,Background noise,ALMATY_20120106_062500_59.fit.gz
543,Background noise,SWMC_20120106_063000_59.fit.gz
544,Background noise,KRIM_20120106_063505_00.fit.gz
545,Background noise,SWMC_20120106_064500_59.fit.gz
546,Background noise,KRIM_20120106_065005_00.fit.gz
547,Background noise,SWMC_20120106_070000_59.fit.gz
548,Background noise,KRIM_20120106_070505_00.fit.gz
549,Background noise,SWMC_20120106_071500_59.fit.gz
550,Type 3,KRIM_20120106_072005_00.fit.gz
551,Background noise,SWMC_20120106_073000_59.fit.gz
552,Type 3,KRIM_20120106_073505_00.fit.gz
553,Background noise,BLENSW_20120106_074505_59.fit.gz
554,Clear,KRIM_20120106_075005_00.fit.gz
555,Background noise,BLENSW_20120106_080009_59.fit.gz
556,Type 3,KRIM_20120106_080505_00.fit.gz
557,Background noise,BLENSW_20120106_081512_59.fit.gz
558,Background noise,BLENSW_20120106_083017_59.fit.gz
559,Background noise,BLENSW_20120106_084521_59.fit.gz
560,Background noise,INPE_20120106_085020_59.fit.gz
561,Background noise,BLENSW_20120106_090024_59.fit.gz
562,Background noise,BLENSW_20120106_091526_59.fit.gz
563,Background noise,BLENSW_20120106_093029_59.fit.gz
564,Background noise,BLENSW_20120106_094531_59.fit.gz
565,Background noise,BLENSW_20120106_100034_59.fit.gz
566,Background noise,BLENSW_20120106_101535_59.fit.gz
567,Background noise,BLENSW_20120106_103037_59.fit.gz
568,Background noise,BLENSW_20120106_104541_59.fit.gz
569,Background noise,BLENSW_20120106_110046_59.fit.gz
570,Type 3,BLEN7M_20120106_111518_25.fit.gz
571,Type 3,KRIM_20120106_113010_00.fit.gz
572,Background noise,BLENSW_20120106_114511_59.fit.gz
573,Background noise,BLENSW_20120106_120016_59.fit.gz
574,Background noise,BLENSW_20120106_121520_59.fit.gz
575,Background noise,BLENSW_20120106_123022_59.fit.gz
576,Background noise,BLENSW_20120106_124524_59.fit.gz
577,Background noise,BLENSW_20120106_130029_59.fit.gz
578,Background noise,BLENSW_20120106_131534_59.fit.gz
579,Background noise,BLENSW_20120106_133039_59.fit.gz
580,Background noise,BLENSW_20120106_134544_59.fit.gz
581,Background noise,BLENSW_20120106_140045_59.fit.gz
582,Background noise,BLENSW_20120106_141551_59.fit.gz
583,Background noise,BLENSW_20120106_143101_59.fit.gz
584,Background noise,BLENSW_20120106_144606_59.fit.gz
585,Type 2,BLEN7M_20120106_150016_25.fit.gz
586,Background noise,DARO_20120106_151502_59.fit.gz
587,Background noise,INPE_20120106_153000_59.fit.gz
588,Background noise,INPE_20120106_154500_59.fit.gz
589,Background noise,INPE_20120106_160000_59.fit.gz
590,Background noise,INPE_20120106_161500_59.fit.gz
591,Background noise,INPE_20120106_163000_59.fit.gz
592,Background noise,INPE_20120106_164500_59.fit.gz
593,Type 3,INPE_20120106_170000_58.fit.gz
594,Type 3,INPE_20120106_171500_58.fit.gz
595,Type 3,INPE_20120106_173000_58.fit.gz
596,Type 3,INPE_20120106_174500_58.fit.gz
597,Type 3,INPE_20120106_180000_58.fit.gz
598,Type 3,INPE_20120106_181500_58.fit.gz
599,Type 3,INPE_20120106_183000_58.fit.gz
600,Type 3,INPE_20120106_184500_58.fit.gz
601,Type 3,INPE_20120106_190000_58.fit.gz
602,Type 3,INPE_20120106_191500_58.fit.gz
603,Type 3,INPE_20120106_193000_58.fit.gz
604,Background noise,INPE_20120106_194500_58.fit.gz
605,Background noise,ALASKA_20120106_200000_59.fit.gz
606,Background noise,BIR_20120106_201500_02.fit.gz
607,Background noise,BIR_20120106_203000_02.fit.gz
608,Background noise,BIR_20120106_204500_02.fit.gz
609,Background noise,BIR_20120106_210000_02.fit.gz
610,Background noise,ALASKA_20120106_211500_59.fit.gz
611,Background noise,ALASKA_20120106_213000_59.fit.gz
612,Background noise,ALASKA_20120106_214500_59.fit.gz
613,Background noise,ALASKA_20120106_220000_59.fit.gz
614,Background noise,ALASKA_20120106_221500_59.fit.gz
615,Background noise,ALASKA_20120106_223000_59.fit.gz
616,Background noise,ALASKA_20120106_224500_59.fit.gz
617,Background noise,ALASKA_20120106_230000_59.fit.gz
618,Background noise,ALASKA_20120106_231500_59.fit.gz
619,Background noise,ALASKA_20120106_233000_59.fit.gz
620,Background noise,ALASKA_20120106_234500_59.fit.gz
621,Background noise,ALASKA_20120107_000000_59.fit.gz
622,Background noise,ALASKA_20120107_001500_59.fit.gz
623,Background noise,ALASKA_20120107_003000_59.fit.gz
624,Background noise,ALASKA_20120107_004500_59.fit.gz
625,Background noise,ALASKA_20120107_010000_59.fit.gz
626,Clear,ALMATY_20120107_014000_59.fit.gz
627,Background noise,ALMATY_20120107_015500_59.fit.gz
628,Background noise,ALMATY_20120107_021000_59.fit.gz
629,Background noise,SSRT_20120107_021500_59.fit.gz
630,Type 3,ALMATY_20120107_022500_59.fit.gz
631,Background noise,ALMATY_20120107_024000_59.fit.gz
632,Type 3,ALMATY_20120107_025500_59.fit.gz
633,Type 3,ALMATY_20120107_031000_59.fit.gz
634,Background noise,ALMATY_20120107_032500_59.fit.gz
635,Background noise,ALMATY_20120107_034000_59.fit.gz
636,Background noise,ALMATY_20120107_035500_59.fit.gz
637,Background noise,ALMATY_20120107_041000_59.fit.gz
638,Clear,ALMATY_20120107_042500_59.fit.gz
639,Background noise,SSRT_20120107_043000_59.fit.gz
640,Background noise,ALMATY_20120107_044000_59.fit.gz
641,Background noise,SSRT_20120107_044500_59.fit.gz
642,Background noise,ALMATY_20120107_045500_59.fit.gz
643,Background noise,SWMC_20120107_050000_59.fit.gz
644,Background noise,ALMATY_20120107_051001_59.fit.gz
645,Background noise,SWMC_20120107_051500_59.fit.gz
646,Background noise,ALMATY_20120107_052501_59.fit.gz
647,Background noise,SWMC_20120107_053000_59.fit.gz
648,Background noise,ALMATY_20120107_054001_59.fit.gz
649,Background noise,SWMC_20120107_054500_59.fit.gz
650,Background noise,ALMATY_20120107_055501_59.fit.gz
651,Background noise,SWMC_20120107_060000_59.fit.gz
652,Background noise,ALMATY_20120107_061001_59.fit.gz
653,Background noise,SWMC_20120107_061500_59.fit.gz
654,Background noise,ALMATY_20120107_062501_59.fit.gz
655,Background noise,SWMC_20120107_063000_59.fit.gz
656,Background noise,SWMC_20120107_064500_59.fit.gz
657,Background noise,KRIM_20120107_064910_00.fit.gz
658,Background noise,SWMC_20120107_070000_59.fit.gz
659,Background noise,KRIM_20120107_070410_00.fit.gz
660,Background noise,SWMC_20120107_071500_59.fit.gz
661,Background noise,KRIM_20120107_071910_00.fit.gz
662,Background noise,SWMC_20120107_073000_59.fit.gz
663,Background noise,KRIM_20120107_073410_00.fit.gz
664,Background noise,BLENSW_20120107_074508_59.fit.gz
665,Background noise,KRIM_20120107_074910_00.fit.gz
666,Background noise,BLENSW_20120107_080012_59.fit.gz
667,Background noise,KRIM_20120107_080410_00.fit.gz
668,Background noise,BLENSW_20120107_081522_59.fit.gz
669,Clear,KRIM_20120107_081910_00.fit.gz
670,Background noise,BLENSW_20120107_083034_59.fit.gz
671,Background noise,KRIM_20120107_083411_00.fit.gz
672,Background noise,BLENSW_20120107_084537_59.fit.gz
673,Background noise,KRIM_20120107_084910_00.fit.gz
674,Background noise,BLENSW_20120107_090041_59.fit.gz
675,Background noise,KRIM_20120107_090410_00.fit.gz
676,Background noise,BLENSW_20120107_091545_59.fit.gz
677,Background noise,KRIM_20120107_091910_00.fit.gz
678,Background noise,BLENSW_20120107_093049_59.fit.gz
679,Background noise,KRIM_20120107_093411_00.fit.gz
680,Background noise,BLENSW_20120107_094554_59.fit.gz
681,Clear,KRIM_20120107_094911_00.fit.gz
682,Background noise,BLENSW_20120107_100101_59.fit.gz
683,Clear,KRIM_20120107_100411_00.fit.gz
684,Background noise,BLENSW_20120107_101607_59.fit.gz
685,Clear,KRIM_20120107_101911_00.fit.gz
686,Background noise,OSRA_20120107_103702_59.fit.gz
687,Background noise,KRIM_20120107_104911_00.fit.gz
688,Background noise,KRIM_20120107_110411_00.fit.gz
689,Background noise,BLEN7M_20120107_111518_25.fit.gz
690,Clear,KRIM_20120107_111911_00.fit.gz
691,Background noise,INPE_20120107_113000_58.fit.gz
692,Clear,KRIM_20120107_113411_00.fit.gz
693,Background noise,INPE_20120107_114500_58.fit.gz
694,Background noise,BLEN7M_20120107_120001_25.fit.gz
695,Background noise,BLEN7M_20120107_121502_25.fit.gz
696,Background noise,BLEN7M_20120107_123004_25.fit.gz
697,Background noise,BLEN7M_20120107_124505_25.fit.gz
698,Background noise,BLEN7M_20120107_130006_25.fit.gz
699,Background noise,BLEN7M_20120107_131508_25.fit.gz
700,Background noise,BLEN7M_20120107_133009_25.fit.gz
701,Background noise,BLEN7M_20120107_134510_25.fit.gz
702,Background noise,BLEN7M_20120107_140011_25.fit.gz
703,Background noise,BLEN7M_20120107_141513_25.fit.gz
704,Background noise,BLEN7M_20120107_143014_25.fit.gz
705,Type 2,BLEN7M_20120107_144515_25.fit.gz
706,Type 2,BLEN7M_20120107_150016_25.fit.gz
707,Background noise,DARO_20120107_151502_59.fit.gz
708,Background noise,DARO_20120107_153002_59.fit.gz
709,Background noise,INPE_20120107_154500_59.fit.gz
710,Background noise,INPE_20120107_160000_59.fit.gz
711,Background noise,INPE_20120107_161500_59.fit.gz
712,Background noise,INPE_20120107_163000_59.fit.gz
713,Background noise,INPE_20120107_164500_59.fit.gz
714,Background noise,INPE_20120107_170000_59.fit.gz
715,Background noise,INPE_20120107_171502_58.fit.gz
716,Background noise,INPE_20120107_173003_58.fit.gz
717,Background noise,INPE_20120107_174503_58.fit.gz
718,Background noise,INPE_20120107_180002_58.fit.gz
719,Background noise,INPE_20120107_181502_58.fit.gz
720,Background noise,INPE_20120107_183003_58.fit.gz
721,Background noise,INPE_20120107_184502_58.fit.gz
722,Type 3,INPE_20120107_190002_58.fit.gz
723,Type 3,INPE_20120107_191503_58.fit.gz
724,Type 3,INPE_20120107_193002_58.fit.gz
725,Background noise,INPE_20120107_194503_58.fit.gz
726,Background noise,ALASKA_20120107_200000_59.fit.gz
727,Background noise,ALASKA_20120107_201500_59.fit.gz
728,Background noise,ALASKA_20120107_203000_59.fit.gz
729,Background noise,ALASKA_20120107_204500_59.fit.gz
730,Background noise,ALASKA_20120107_210000_59.fit.gz
731,Background noise,ALASKA_20120107_211500_59.fit.gz
732,Background noise,ALASKA_20120107_213000_59.fit.gz
733,Background noise,ALASKA_20120107_214500_59.fit.gz
734,Background noise,ALASKA_20120107_220000_59.fit.gz
735,Background noise,ALASKA_20120107_221500_59.fit.gz
736,Background noise,ALASKA_20120107_223000_59.fit.gz
737,Background noise,ALASKA_20120107_224500_59.fit.gz
738,Background noise,ALASKA_20120107_230000_59.fit.gz
739,Background noise,ALASKA_20120107_231500_59.fit.gz
740,Background noise,ALASKA_20120107_233000_59.fit.gz
741,Background noise,ALASKA_20120108_000000_59.fit.gz
742,Background noise,ALASKA_20120108_001500_59.fit.gz
743,Background noise,ALASKA_20120108_003000_59.fit.gz
744,Background noise,ALASKA_20120108_004500_59.fit.gz
745,Background noise,ALASKA_20120108_010000_59.fit.gz
746,Type 3,ALMATY_20120108_014000_59.fit.gz
747,Type 3,ALMATY_20120108_015500_59.fit.gz
748,Background noise,SSRT_20120108_020000_59.fit.gz
749,Clear,RCAG_20120108_021500_59.fit.gz
750,Background noise,ALMATY_20120108_022500_59.fit.gz
751,Background noise,SSRT_20120108_023000_59.fit.gz
752,Background noise,ALMATY_20120108_024000_59.fit.gz
753,Background noise,SSRT_20120108_024500_59.fit.gz
754,Type 3,ALMATY_20120108_025500_59.fit.gz
755,Type 3,ALMATY_20120108_031000_59.fit.gz
756,Background noise,SSRT_20120108_031500_59.fit.gz
757,Type 3,ALMATY_20120108_032500_59.fit.gz
758,Background noise,ALMATY_20120108_034000_59.fit.gz
759,Background noise,ALMATY_20120108_035500_59.fit.gz
760,Type 3,ALMATY_20120108_041000_59.fit.gz
761,Background noise,ALMATY_20120108_042500_59.fit.gz
762,Background noise,SSRT_20120108_043000_59.fit.gz
763,Clear,ALMATY_20120108_044000_59.fit.gz
764,Background noise,SSRT_20120108_044500_59.fit.gz
765,Background noise,ALMATY_20120108_045500_59.fit.gz
766,Background noise,SWMC_20120108_050000_59.fit.gz
767,Background noise,ALMATY_20120108_051000_59.fit.gz
768,Background noise,SWMC_20120108_051500_59.fit.gz
769,Background noise,SWMC_20120108_053000_59.fit.gz
770,Background noise,ALMATY_20120108_054000_59.fit.gz
771,Background noise,SWMC_20120108_054500_59.fit.gz
772,Background noise,ALMATY_20120108_055500_59.fit.gz
773,Background noise,SWMC_20120108_060000_59.fit.gz
774,Background noise,SWMC_20120108_061500_59.fit.gz
775,Background noise,ALMATY_20120108_062500_59.fit.gz
776,Clear,SWMC_20120108_063000_59.fit.gz
777,Background noise,ALMATY_20120108_064500_59.fit.gz
778,Background noise,KRIM_20120108_064910_00.fit.gz
779,Background noise,ALMATY_20120108_070000_59.fit.gz
780,Clear,KRIM_20120108_070410_00.fit.gz
781,Background noise,SWMC_20120108_071500_59.fit.gz
782,Background noise,KRIM_20120108_071910_00.fit.gz
783,Background noise,SWMC_20120108_073000_59.fit.gz
784,Background noise,KRIM_20120108_073410_00.fit.gz
785,Background noise,BLENSW_20120108_074501_59.fit.gz
786,Background noise,KRIM_20120108_074910_00.fit.gz
787,Background noise,BLENSW_20120108_080006_59.fit.gz
788,Background noise,KRIM_20120108_080410_00.fit.gz
789,Background noise,BLENSW_20120108_081511_59.fit.gz
790,Background noise,KRIM_20120108_081910_00.fit.gz
791,Background noise,BLENSW_20120108_083014_59.fit.gz
792,Clear,KRIM_20120108_083410_00.fit.gz
793,Background noise,BLENSW_20120108_084519_59.fit.gz
794,Type 2,KRIM_20120108_084910_00.fit.gz
795,Background noise,BLENSW_20120108_090026_59.fit.gz
796,Background noise,KRIM_20120108_090410_00.fit.gz
797,Background noise,BLENSW_20120108_091530_59.fit.gz
798,Background noise,KRIM_20120108_091910_00.fit.gz
799,Background noise,BLENSW_20120108_093035_59.fit.gz
800,Clear,KRIM_20120108_093411_00.fit.gz
801,Background noise,BLENSW_20120108_094541_59.fit.gz
802,Background noise,KRIM_20120108_094910_00.fit.gz
803,Background noise,BLENSW_20120108_100042_59.fit.gz
804,Clear,KRIM_20120108_100411_00.fit.gz
805,Background noise,BLENSW_20120108_101548_59.fit.gz
806,Type 3,KRIM_20120108_101910_00.fit.gz
807,Background noise,BLENSW_20120108_103100_59.fit.gz
808,Background noise,KRIM_20120108_103411_00.fit.gz
809,Background noise,BLENSW_20120108_104603_59.fit.gz
810,Background noise,KRIM_20120108_104911_00.fit.gz
811,Background noise,BLENSW_20120108_110110_59.fit.gz
812,Type 2,KRIM_20120108_110411_00.fit.gz
813,Background noise,BLEN7M_20120108_111518_25.fit.gz
814,Clear,KRIM_20120108_111911_00.fit.gz
815,Background noise,INPE_20120108_113000_58.fit.gz
816,Background noise,KRIM_20120108_113411_00.fit.gz
817,Background noise,INPE_20120108_114500_58.fit.gz
818,Background noise,BLEN7M_20120108_120002_25.fit.gz
819,Background noise,BLEN7M_20120108_121503_25.fit.gz
820,Background noise,BLEN7M_20120108_123004_25.fit.gz
821,Background noise,BLEN7M_20120108_124505_25.fit.gz
822,Background noise,BLEN7M_20120108_130007_25.fit.gz
823,Background noise,BLEN7M_20120108_131508_25.fit.gz
824,Background noise,BLEN7M_20120108_133009_25.fit.gz
825,Background noise,BLEN7M_20120108_134510_25.fit.gz
826,Background noise,BLEN7M_20120108_140012_25.fit.gz
827,Background noise,BLEN7M_20120108_141513_25.fit.gz
828,Background noise,BLEN7M_20120108_143014_25.fit.gz
829,Background noise,BLEN7M_20120108_144515_25.fit.gz
830,Background noise,BLEN7M_20120108_150017_25.fit.gz
831,Background noise,BLEN7M_20120108_151518_25.fit.gz
832,Background noise,DARO_20120108_153002_59.fit.gz
833,Background noise,INPE_20120108_154500_59.fit.gz
834,Background noise,INPE_20120108_160000_59.fit.gz
835,Type 2,INPE_20120108_161500_59.fit.gz
836,Background noise,INPE_20120108_163000_59.fit.gz
837,Background noise,INPE_20120108_164500_59.fit.gz
838,Background noise,INPE_20120108_170000_58.fit.gz
839,Background noise,INPE_20120108_171500_58.fit.gz
840,Background noise,INPE_20120108_173000_58.fit.gz
841,Background noise,INPE_20120108_174500_58.fit.gz
842,Type 3,INPE_20120108_180000_58.fit.gz
843,Background noise,INPE_20120108_181500_58.fit.gz
844,Background noise,INPE_20120108_183000_58.fit.gz
845,Background noise,INPE_20120108_184500_58.fit.gz
846,Background noise,INPE_20120108_190000_58.fit.gz
847,Background noise,INPE_20120108_191500_58.fit.gz
848,Background noise,INPE_20120108_193000_58.fit.gz
849,Type 3,INPE_20120108_194500_58.fit.gz
850,Background noise,ALASKA_20120108_200000_59.fit.gz
851,Background noise,BIR_20120108_201500_02.fit.gz
852,Background noise,BIR_20120108_203000_02.fit.gz
853,Background noise,ALASKA_20120108_204500_59.fit.gz
854,Background noise,ALASKA_20120108_210000_59.fit.gz
855,Background noise,ALASKA_20120108_211500_59.fit.gz
856,Background noise,BIR_20120108_213000_02.fit.gz
857,Background noise,BIR_20120108_214500_02.fit.gz
858,Background noise,ALASKA_20120108_220000_59.fit.gz
859,Background noise,ALASKA_20120108_221500_59.fit.gz
860,Background noise,ALASKA_20120108_223000_59.fit.gz
861,Background noise,ALASKA_20120108_224500_59.fit.gz
862,Background noise,ALASKA_20120108_230000_59.fit.gz
863,Background noise,ALASKA_20120108_231500_59.fit.gz
864,Background noise,ALASKA_20120108_233000_59.fit.gz
865,Background noise,ALASKA_20120108_234500_59.fit.gz
866,Background noise,ALASKA_20120109_000000_59.fit.gz
867,Background noise,ALASKA_20120109_001500_59.fit.gz
868,Clear,RCAG_20120109_003000_59.fit.gz
869,Clear,RCAG_20120109_004500_59.fit.gz
870,Clear,RCAG_20120109_010000_59.fit.gz
871,Clear,RCAG_20120109_011500_59.fit.gz
872,Clear,RCAG_20120109_013000_59.fit.gz
873,Type 3,ALMATY_20120109_014000_59.fit.gz
874,Clear,RCAG_20120109_014500_59.fit.gz
875,Type 3,ALMATY_20120109_015500_59.fit.gz
876,Background noise,SSRT_20120109_020000_59.fit.gz
877,Type 3,ALMATY_20120109_021000_59.fit.gz
878,Clear,RCAG_20120109_021500_59.fit.gz
879,Type 3,ALMATY_20120109_022500_59.fit.gz
880,Clear,SSRT_20120109_023000_59.fit.gz
881,Clear,ALMATY_20120109_024000_59.fit.gz
882,Clear,SSRT_20120109_024500_59.fit.gz
883,Type 3,ALMATY_20120109_025500_59.fit.gz
884,Clear,SSRT_20120109_030000_59.fit.gz
885,Type 3,SSRT_20120109_031500_59.fit.gz
886,Clear,SSRT_20120109_033000_59.fit.gz
887,Type 3,SSRT_20120109_034500_59.fit.gz
888,Clear,ALMATY_20120109_035500_59.fit.gz
889,Type 3,SSRT_20120109_040000_59.fit.gz
890,Background noise,ALMATY_20120109_041000_59.fit.gz
891,Type 3,SSRT_20120109_041500_59.fit.gz
892,Background noise,ALMATY_20120109_042500_59.fit.gz
893,Type 3,SSRT_20120109_043000_59.fit.gz
894,Background noise,SSRT_20120109_044500_59.fit.gz
895,Background noise,SWMC_20120109_050000_59.fit.gz
896,Background noise,SWMC_20120109_051500_59.fit.gz
897,Background noise,ALMATY_20120109_052501_59.fit.gz
898,Background noise,SWMC_20120109_053000_59.fit.gz
899,Background noise,SWMC_20120109_054500_59.fit.gz
900,Background noise,ALMATY_20120109_055501_59.fit.gz
901,Background noise,SWMC_20120109_060000_59.fit.gz
902,Background noise,ALMATY_20120109_061001_59.fit.gz
903,Background noise,SWMC_20120109_061500_59.fit.gz
904,Background noise,SWMC_20120109_063000_59.fit.gz
905,Background noise,ALMATY_20120109_064500_59.fit.gz
906,Background noise,KRIM_20120109_064910_00.fit.gz
907,Background noise,SWMC_20120109_070000_59.fit.gz
908,Background noise,KRIM_20120109_070410_00.fit.gz
909,Background noise,SWMC_20120109_071500_59.fit.gz
910,Background noise,KRIM_20120109_071910_00.fit.gz
911,Background noise,HURBANOVO_20120109_073000_59.fit.gz
912,Background noise,KRIM_20120109_073410_00.fit.gz
913,Background noise,BLENSW_20120109_074502_59.fit.gz
914,Background noise,KRIM_20120109_074910_00.fit.gz
915,Background noise,BLENSW_20120109_080009_59.fit.gz
916,Type 3,KRIM_20120109_080410_00.fit.gz
917,Background noise,BLENSW_20120109_081515_59.fit.gz
918,Background noise,KRIM_20120109_081910_00.fit.gz
919,Background noise,BLENSW_20120109_083016_59.fit.gz
920,Clear,KRIM_20120109_083410_00.fit.gz
921,Background noise,BLENSW_20120109_084522_59.fit.gz
922,Type 2,KRIM_20120109_084910_00.fit.gz
923,Background noise,BLENSW_20120109_090029_59.fit.gz
924,Background noise,KRIM_20120109_090410_00.fit.gz
925,Background noise,BLENSW_20120109_091537_59.fit.gz
926,Background noise,OSRA_20120109_092100_59.fit.gz
927,Background noise,BLENSW_20120109_093042_59.fit.gz
928,Clear,KRIM_20120109_093410_00.fit.gz
929,Background noise,BLENSW_20120109_094547_59.fit.gz
930,Clear,KRIM_20120109_094911_00.fit.gz
931,Background noise,BLENSW_20120109_100054_59.fit.gz
932,Background noise,KRIM_20120109_100410_00.fit.gz
933,Background noise,BLENSW_20120109_101557_59.fit.gz
934,Background noise,OSRA_20120109_102100_59.fit.gz
935,Background noise,BLENSW_20120109_103101_59.fit.gz
936,Background noise,OSRA_20120109_103600_59.fit.gz
937,Background noise,BLENSW_20120109_104607_59.fit.gz
938,Clear,KRIM_20120109_104910_00.fit.gz
939,Background noise,BLENSW_20120109_110111_59.fit.gz
940,Background noise,KRIM_20120109_110411_00.fit.gz
941,Background noise,BLEN7M_20120109_111518_25.fit.gz
942,Clear,KRIM_20120109_111911_00.fit.gz
943,Background noise,BLENSW_20120109_113003_59.fit.gz
944,Background noise,KRIM_20120109_113411_00.fit.gz
945,Background noise,BLENSW_20120109_114514_59.fit.gz
946,Background noise,BLENSW_20120109_120017_59.fit.gz
947,Background noise,BLENSW_20120109_121523_59.fit.gz
948,Background noise,BLENSW_20120109_123026_59.fit.gz
949,Background noise,BLENSW_20120109_124530_59.fit.gz
950,Background noise,BLENSW_20120109_130037_59.fit.gz
951,Background noise,BLENSW_20120109_131544_59.fit.gz
952,Background noise,BLENSW_20120109_133053_59.fit.gz
953,Background noise,BLENSW_20120109_134557_59.fit.gz
954,Background noise,BLENSW_20120109_140102_59.fit.gz
955,Background noise,BLENSW_20120109_141608_59.fit.gz
956,Background noise,BLENSW_20120109_143115_59.fit.gz
957,Background noise,BLENSW_20120109_144620_59.fit.gz
958,Type 2,BLEN7M_20120109_150016_25.fit.gz
959,Background noise,BLEN7M_20120109_151518_25.fit.gz
960,Background noise,DARO_20120109_153002_59.fit.gz
961,Background noise,INPE_20120109_154500_59.fit.gz
962,Background noise,INPE_20120109_160000_59.fit.gz
963,Background noise,INPE_20120109_161500_59.fit.gz
964,Background noise,INPE_20120109_163000_59.fit.gz
965,Background noise,INPE_20120109_164500_59.fit.gz
966,Background noise,INPE_20120109_170000_58.fit.gz
967,Background noise,INPE_20120109_171500_58.fit.gz
968,Background noise,INPE_20120109_173000_58.fit.gz
969,Background noise,INPE_20120109_174500_58.fit.gz
970,Background noise,INPE_20120109_180000_58.fit.gz
971,Background noise,INPE_20120109_181500_58.fit.gz
972,Background noise,INPE_20120109_183000_58.fit.gz
973,Background noise,INPE_20120109_184500_58.fit.gz
974,Background noise,INPE_20120109_190000_58.fit.gz
975,Background noise,INPE_20120109_191500_58.fit.gz
976,Background noise,INPE_20120109_193000_58.fit.gz
977,Background noise,INPE_20120109_194500_58.fit.gz
978,Background noise,BIR_20120109_200000_02.fit.gz
979,Background noise,BIR_20120109_201500_02.fit.gz
980,Background noise,BIR_20120109_203000_02.fit.gz
981,Background noise,BIR_20120109_204500_02.fit.gz
982,Background noise,BIR_20120109_210000_02.fit.gz
983,Background noise,ALASKA_20120109_211500_59.fit.gz
984,Background noise,ALASKA_20120109_213000_59.fit.gz
985,Background noise,BIR_20120109_214500_02.fit.gz
986,Background noise,ALASKA_20120109_220000_59.fit.gz
987,Background noise,ALASKA_20120109_221500_59.fit.gz
988,Background noise,ALASKA_20120109_223000_59.fit.gz
989,Background noise,ALASKA_20120109_224500_59.fit.gz
990,Background noise,ALASKA_20120109_230000_59.fit.gz
991,Background noise,ALASKA_20120109_231500_59.fit.gz
992,Background noise,ALASKA_20120109_233000_59.fit.gz
993,Background noise,ALASKA_20120109_234500_59.fit.gz
994,Background noise,ALASKA_20120110_000000_59.fit.gz
995,Background noise,ALASKA_20120110_001500_59.fit.gz
996,Background noise,ALASKA_20120110_003000_59.fit.gz
997,Background noise,ALASKA_20120110_004500_59.fit.gz
998,Background noise,ALASKA_20120110_010000_59.fit.gz
999,Type 3,RCAG_20120110_013000_59.fit.gz
1000,Type 3,ALMATY_20120110_014000_59.fit.gz
1001,Clear,RCAG_20120110_014500_59.fit.gz
1002,Type 3,ALMATY_20120110_015500_59.fit.gz
1003,Background noise,SSRT_20120110_020000_59.fit.gz
1004,Type 3,ALMATY_20120110_021000_59.fit.gz
1005,Background noise,SSRT_20120110_021500_59.fit.gz
1006,Type 3,ALMATY_20120110_022500_59.fit.gz
1007,Type 3,OOTY_20120110_023000_59.fit.gz
1008,Background noise,ALMATY_20120110_024000_59.fit.gz
1009,Type 3,OOTY_20120110_024500_59.fit.gz
1010,Clear,ALMATY_20120110_025500_59.fit.gz
1011,Background noise,OOTY_20120110_030000_59.fit.gz
1012,Type 3,ALMATY_20120110_031000_59.fit.gz
1013,Type 3,OOTY_20120110_031501_59.fit.gz
1014,Type 3,ALMATY_20120110_032500_59.fit.gz
1015,Background noise,OOTY_20120110_033001_59.fit.gz
1016,Type 3,ALMATY_20120110_034000_59.fit.gz
1017,Type 3,OOTY_20120110_034501_59.fit.gz
1018,Background noise,ALMATY_20120110_035500_59.fit.gz
1019,Background noise,OOTY_20120110_040001_59.fit.gz
1020,Background noise,ALMATY_20120110_041000_59.fit.gz
1021,Background noise,OOTY_20120110_041501_59.fit.gz
1022,Background noise,OOTY_20120110_043001_59.fit.gz
1023,Background noise,ALMATY_20120110_044000_59.fit.gz
1024,Background noise,OOTY_20120110_044501_59.fit.gz
